number,text,date,fav 
2066,always sends boss cc’s me cc’s me boy boss don’t even want it look i’ve done need excel like,2021-11-29 18:11:04+00:00,0
2067,boss bought lunch today it’s roosters i’m heaven 🤤 hope future bosses love roosters much do ❤️,2021-11-29 18:10:56+00:00,0
2068,whenever boss gets nerves… ,2021-11-29 18:10:54+00:00,2
2069,made thanksgiving leftover sandwich “the moist maker” tbh worth fighting boss over ,2021-11-29 18:10:48+00:00,1
2070,wonder many times day boss gets message rolls eyes,2021-11-29 18:10:46+00:00,0
2071,manager wifey 😂😂😂😂,2021-11-29 18:10:44+00:00,7
2072,ex boyfriends side chick my boss asking lunch via tarantino meme cousin parker a friendly chapel hillcarrboro head,2021-11-29 18:10:43+00:00,3
2073,boss said cash check 🤑,2021-11-29 18:10:32+00:00,1
2074,manager sending gm text too… tf rosetta  ,2021-11-29 18:09:26+00:00,0
2075,i’ll try boss get back you 😂,2021-11-29 18:09:14+00:00,2
2076,remember first day first job manager made scrape stickers ground ready quit 😂,2021-11-29 18:09:05+00:00,0
2077,i’m conference call watching korean asmr mukbangs boss like “who chewing” didn’t computer muted lmaoooooo,2021-11-29 18:08:44+00:00,2
2078,know it’s stressful months work recognize boss’s sigh across room back turned,2021-11-29 18:08:43+00:00,0
2079,boss pulled office amp i’m like fuck do brought tell proud versatile production amp office duties excel sad lose next month… yeah crying since 🥲,2021-11-29 18:08:37+00:00,2
2080,paperwork sprouts morning days computer stuff week start training next week manager excited coming department,2021-11-29 18:08:33+00:00,14
2081,boss doesn’t get 15 minutes i’m legally allowed leave,2021-11-29 18:08:11+00:00,3
2082,good day yall boss 2x’d shit i’m sick,2021-11-29 18:08:10+00:00,1
2083,manager really ignoring “call out” text congratulating top black friday seller group chat 😒 bitch ik yo phone answer 😭 hate,2021-11-29 18:07:37+00:00,0
2084,anxiety attack dunkin’ bc boss wanted meet chat things 😅😅😅,2021-11-29 18:07:31+00:00,0
2085,boss eat good bit — normally yummy bento boxes order expensive mean better ,2021-11-29 18:07:30+00:00,0
2086,boss surname coutts autocorrected coitus  🤪,2021-11-29 18:07:25+00:00,1
2087,boss fucking pay know much need crowdfund bills 🙃😎,2021-11-29 18:07:15+00:00,0
2088,could half day  im standing bosss house waiting show tell bullshit im supposed ,2021-11-29 18:07:11+00:00,0
2089,told boss wanna quit job he’s hosting,2021-11-29 18:07:07+00:00,0
2090,forgot boss snapchat 💀😭😭,2021-11-29 18:06:59+00:00,0
2091,i’m learning boss jilo,2021-11-29 18:06:52+00:00,0
2092,boss,2021-11-29 18:06:50+00:00,1
2093,boss really tried today shit list amp christmas gift,2021-11-29 18:06:35+00:00,1
2094,boss sent email someone building tested positive today went office grab things got permission work bc health risks walk find unvaccinated coworker wtheir mask chin reported selfish dumb ass,2021-11-29 18:06:23+00:00,142
2095,manager really gone ask white family cus i’m proper 🤨,2021-11-29 18:06:07+00:00,0
2096,i’m wearing black turtleneck jeans work boss husband keep calling steve jobs 💀💀💀,2021-11-29 18:05:48+00:00,1
2097,boss said me “you’re worst train driver ever many derailed year” said “i’m sure it’s hard keep track”,2021-11-29 18:05:45+00:00,2
2098,boss approved vacation time leave thursday lol approved i’m coming bitch 🤣🤷🏻‍♀️,2021-11-29 18:05:23+00:00,0
2099,update boss called get something received word contacting sending new computer however know long take still open work ,2021-11-29 18:05:18+00:00,0
2100,manager think funny even knowing hilarious really 😒,2021-11-29 18:05:00+00:00,0
2101,somebody take away boss’s license he’s got back can’t read ccs peace annoying 😠 nyaaaaaggghhh sleepy 🥱 got postlong weekend blues 😞,2021-11-29 18:04:58+00:00,4
2102,boss said meeting morning “the biggest threat towards progress innovation perfection” felt,2021-11-29 18:04:56+00:00,1
2103,sorry keep tweeting today guys it’s boss town ain’t doin goddamn shit office today,2021-11-29 18:04:26+00:00,2
2104,manager tells something ain’t nothing disappearing 😭😭 bitch gone learn leave alone job,2021-11-29 18:04:00+00:00,0
2105,boss asked description project sentences,2021-11-29 18:03:57+00:00,1
2106,3rd day complete systems failure work work home getting paid chill cat read eat make sure phone close case boss texts update,2021-11-29 18:03:25+00:00,1
2107,three days put office notifications i’ll leaving returning ppl trying contact course didn’t respond cc’d manager multiple attempts i’m inthat’s that,2021-11-29 18:03:18+00:00,0
2108,guess lucked out boss give someone time family emergency comes up long hes able secure person cover gets phone immediately slow day anyway hell say go man treats staff like family,2021-11-29 18:03:04+00:00,1
2109,holiday decorations got sobbing work manager already punched wall 3x we’ve trying 3 hours wish luck charlie,2021-11-29 18:02:41+00:00,1
2110,pretty ugly 😂 guess boss spent 1 thats get lol,2021-11-29 18:02:40+00:00,0
2111,boss lady❤️ ,2021-11-29 18:02:28+00:00,0
2112,leaving 20 600 errors boss resolve knows massive pain dick,2021-11-29 18:02:02+00:00,0
2113,like join wishing guy happy birthday consider making contribution reelect hes boss ag governor importantly friend cant think anyone id trust future ky ,2021-11-29 18:01:49+00:00,0
2114,damn know exactly u feel dealing work bullies boss it accusing nasty things case currently superiors theres proof ive shown lot waiting verdict 😞,2021-11-29 18:01:40+00:00,1
2115,purr like manager black woman idk felt humiliated sec it’s acc calm calm,2021-11-29 18:01:37+00:00,1
2116,im manager sending coworkers ecard us thinking contained voucher literally text saying good job howling,2021-11-29 18:01:31+00:00,5
2117,timesheet emails send boss ,2021-11-29 18:01:26+00:00,5
2118,love boss tells there’s deals ars web lol,2021-11-29 18:01:09+00:00,2
2119,boss said found tiktok 😅,2021-11-29 18:01:03+00:00,0
2120,today weird day omw work nearly got hit car driven big boss went back home boss gave fist like 🤜🤛 call instead now😭,2021-11-29 18:01:00+00:00,3
2121,one time called work bc “my niece born” overseas boss would always flame 😂,2021-11-29 18:00:46+00:00,0
2122,hope manager know bitch first nigga ima flex come 🤟🏾,2021-11-29 18:00:42+00:00,0
2123,love boss isn’t one talks day,2021-11-29 18:00:32+00:00,1
2124,ayeeee boss crying ,2021-11-29 18:00:30+00:00,0
2125,yeah keep telling boss doesn’t give damn 😂😂,2021-11-29 18:00:28+00:00,2
2126,manager always comes talk spiderman like think i’m excuse geek wont talk unless 😭,2021-11-29 18:00:16+00:00,0
2127,manager making big deal calling “family emergency” smh she’s like continuous thing bitch happened twice month don’t start,2021-11-29 18:00:02+00:00,2
2128,lord jesus christ know said dont hurt damn neighbor really smack shit boss’ wife thank u,2021-11-29 17:59:49+00:00,0
2129,completely forgot tell boss gotta leave early… let tell cause tired,2021-11-29 17:59:47+00:00,0
2130,hey hes technically boss yes heros deserve it hes still laughing ,2021-11-29 17:59:46+00:00,1
2131,today instantly learnt write better code manager said more comments weaker code code,2021-11-29 17:59:14+00:00,1
2132,boss really looked said sorrybut kinda look like shit lmao feel sick literally,2021-11-29 17:59:12+00:00,4
2133,boss sent get lunch lik always guess taken extra time return i’m still clock 😂😂😂😂😂,2021-11-29 17:59:05+00:00,0
2134,incredibly close outing politics boss…he’s complaining students “do everything undermine school go to”…it’s called institutional change dumbass,2021-11-29 17:58:59+00:00,1
2135,guys let tell told boss moving state offered pay 1 bedroom apartment wouldn’t leave job ,2021-11-29 17:58:57+00:00,0
2136,boss brought collard greens today truthfully that’s live rn ,2021-11-29 17:58:56+00:00,1
2137,somebody please explain boss texting 2am last night i’m vacation still messaging right unimportant noncritical work,2021-11-29 17:58:50+00:00,0
2138,boss tell cut early i’m outta sleep hope mouth feels better,2021-11-29 17:58:46+00:00,0
2139,many times use oxford comma boss tries strangle laptop charger,2021-11-29 17:58:34+00:00,3
2140,boss jerk,2021-11-29 17:58:30+00:00,1
2141,know boss says xrp pump tomorrow im doubling xrp pumping beloved pumping too mark one boss,2021-11-29 17:58:24+00:00,1
2142,boss said tripaclit instead triplicate love oklahoma,2021-11-29 17:57:56+00:00,1
2143,it’s honestly joke work long monday i’m say waiting boss go wee left 3,2021-11-29 17:57:48+00:00,0
2144,boss,2021-11-29 17:57:23+00:00,2
2145,boss granted day grateful,2021-11-29 17:57:10+00:00,1
2146,boss lost wallet p3400 inside keha kemo neela leha ele go neela p5 wa combi,2021-11-29 17:55:54+00:00,1
2147,boss 18 million amex rewards points,2021-11-29 17:55:53+00:00,2
2148,remember telling boss could easily last year more thought defeatist talking experts,2021-11-29 17:55:41+00:00,1
2149,im gonna start work tomorrow like managerboss managerboss,2021-11-29 17:55:39+00:00,0
2150,ever boss nice me think shit finna fire now 🥴🤣,2021-11-29 17:55:32+00:00,0
2151,12 hours later got spidermannowayhome tix heard grapevine boss didn’t come work may spared unemployment wonder victim late night refreshing i’m also keeping application case cineplex,2021-11-29 17:55:31+00:00,1
2152,boss correcting attorney called legal assistant paralegal gtgtgtgtgtgtgtgt,2021-11-29 17:55:30+00:00,0
2153,call boss tell cant get work today doctor said play enough pokemon,2021-11-29 17:55:28+00:00,6
2154,noticing manager’s subtle emphasis “using simple language”and “nonaccusational” requests me,2021-11-29 17:55:11+00:00,0
2155,manager “how thanksgiving” me “oh i’m already planning calling sick christmas”,2021-11-29 17:55:08+00:00,0
2156,got one self months ago last 2 months trying get one boss christmas finally 😇,2021-11-29 17:55:03+00:00,0
2157,hovering mouse bosss mouse cursor team meetings thats closest get holding hands ,2021-11-29 17:54:36+00:00,0
2158,lmao manager came said can’t calling people liar said well lied face,2021-11-29 17:54:24+00:00,0
2159,manager loves act like didn’t see email calling 😂😂,2021-11-29 17:54:24+00:00,0
2160,thanks boss,2021-11-29 17:53:46+00:00,0
2161,always get nervous boss going say suck she never has still work every single time,2021-11-29 17:53:46+00:00,16
2162,need take professional pictures 😂 even boss making jest me,2021-11-29 17:53:24+00:00,0
2163,boss,2021-11-29 17:53:15+00:00,0
2164,old school wolverine honor old school ass whoopin gave team boss impressed sparty self lol ,2021-11-29 17:53:14+00:00,9
2165,hopefully boss sends home early wtf,2021-11-29 17:53:10+00:00,0
2166,grew florida right like grew going school tropical storms stuff like eurasia schools closed weak af tropical weirdest thing me plus side boss cant give pay cut showing up😂,2021-11-29 17:53:07+00:00,0
2167,boss tried pull shit because accident things outside control trying pay paid leave time earned worked ass for pretty much making decide actually take 13th26th pay work hours,2021-11-29 17:53:06+00:00,2
2168,boss knowledge life randomly threw “you tell you’ve found right partner gifts buy you” why why why… say me now what mean agree stupid uncanny sign universe 🤷‍♂️,2021-11-29 17:52:36+00:00,1
2169,i’m negative btw 🎉 boss called 3 seconds later asked okay kinda lovely 🥰 ,2021-11-29 17:52:32+00:00,0
2170,it’s like boss going stages grieving since put two weeks passed denial hes currently anger stage im leaving two shifts ✌🏾,2021-11-29 17:52:31+00:00,1
2171,got close people’s children work would get meeting w boss inappropriate customer touching personal space that’d documented verbal warning hug kid okay shoulder grabs aren’t nobody immune criticism,2021-11-29 17:52:17+00:00,0
2172,made boss order backdrop take pics next level 👏🏼 i’m excited,2021-11-29 17:52:11+00:00,0
2173,boss also mad me already upset took laptop without giving definite return date,2021-11-29 17:51:56+00:00,1
2174,help manager sign messages like ,2021-11-29 17:51:55+00:00,10
2175,gunna go accounts without boss first time ,2021-11-29 17:51:46+00:00,6
2176,got rehired boss got hooked topwar needed company company,2021-11-29 17:51:41+00:00,0
2177,might ask boss split shift get lunch time gym in cannot stand january,2021-11-29 17:51:22+00:00,0
